,날짜,디바이스,유입경로,키워드,노출수,유입수,유입률(%),체류시간(min),평균체류시간(min),페이지뷰,평균페이지뷰,이탈수,이탈률(%),회원가입,전환율(가입),앱 다운,전환율(앱),구독,전환율(구독),전환수,전환율
,2023-06-28,PC,키워드 검색,환경 캠페인,435,25,5.747126437,285,11.4,483,19.32,8,32,10,40,4,16,6,24,20,80
,2023-06-28,PC,키워드 검색,환경 보호 앱,928,30,3.232758621,150,5,392,13.06666667,4,13.33333333,5,16.66666667,5,16.66666667,0,0,10,33.33333333
,2023-06-28,PC,블로그,,848,5,0.589622642,344,68.8,122,24.4,4,80,10,200,2,40,5,100,17,340
,2023-06-28,PC,카페,,940,43,4.574468085,393,9.139534884,94,2.186046512,3,6.976744186,8,18.60465116,0,0,10,23.25581395,18,41.86046512
,2023-06-28,PC,이메일,,725,41,5.655172414,403,9.829268293,230,5.609756098,0,0,10,24.3902439,9,21.95121951,10,24.3902439,29,70.73170732
,2023-06-28,PC,카카오톡,,189,26,13.75661376,433,16.65384615,331,12.73076923,10,38.46153846,9,34.61538462,0,0,8,30.76923077,17,65.38461538
,2023-06-28,PC,메타,,995,59,5.929648241,465,7.881355932,108,1.830508475,4,6.779661017,2,3.389830508,3,5.084745763,8,13.55932203,13,22.03389831
,2023-06-28,PC,인스타그램,,714,35,4.901960784,227,6.485714286,119,3.4,9,25.71428571,2,5.714285714,7,20,9,25.71428571,18,51.42857143
,2023-06-28,PC,유튜브,,494,93,18.82591093,212,2.279569892,247,2.655913978,3,3.225806452,8,8.602150538,6,6.451612903,4,4.301075269,18,19.35483871
,2023-06-28,PC,배너 광고,,439,23,5.239179954,204,8.869565217,470,20.43478261,5,21.73913043,8,34.7826087,7,30.43478261,6,26.08695652,21,91.30434783
,2023-06-28,PC,트위터 X,,604,23,3.80794702,70,3.043478261,464,20.17391304,5,21.73913043,0,0,7,30.43478261,8,34.7826087,15,65.2173913
,2023-06-28,PC,기타 SNS,,420,59,14.04761905,11,0.186440678,393,6.661016949,3,5.084745763,3,5.084745763,9,15.25423729,1,1.694915254,13,22.03389831
,2023-06-28,Mobile,직접 유입,,0,9,0,304,33.77777778,248,27.55555556,0,0,1,11.11111111,10,111.1111111,5,55.55555556,16,177.7777778
,2023-06-28,Mobile,키워드 검색,친환경 활동,857,68,7.934655776,62,0.911764706,385,5.661764706,5,7.352941176,8,11.76470588,2,2.941176471,3,4.411764706,13,19.11764706
,2023-06-28,Mobile,키워드 검색,지속 가능한 생활,480,86,17.91666667,176,2.046511628,9,0.104651163,3,3.488372093,3,3.488372093,6,6.976744186,9,10.46511628,18,20.93023256
,2023-06-28,Mobile,키워드 검색,환경 캠페인,298,34,11.40939597,236,6.941176471,52,1.529411765,8,23.52941176,6,17.64705882,5,14.70588235,8,23.52941176,19,55.88235294
,2023-06-28,Mobile,키워드 검색,쓰레기 줍기,78,6,7.692307692,59,9.833333333,9,1.5,3,50,6,100,7,116.6666667,6,100,19,316.6666667
,2023-06-28,Mobile,키워드 검색,재활용 앱,819,14,1.709401709,89,6.357142857,248,17.71428571,2,14.28571429,9,64.28571429,0,0,2,14.28571429,11,78.57142857
,2023-06-28,Mobile,키워드 검색,재활용 가이드,43,19,44.18604651,275,14.47368421,477,25.10526316,3,15.78947368,3,15.78947368,9,47.36842105,6,31.57894737,18,94.73684211
,2023-06-28,Mobile,키워드 검색,지역 재활용 센터,531,87,16.38418079,77,0.885057471,355,4.08045977,9,10.34482759,5,5.747126437,4,4.597701149,8,9.195402299,17,19.54022989
,2023-06-28,Mobile,키워드 검색,플로깅 행사,30,21,70,412,19.61904762,145,6.904761905,6,28.57142857,8,38.0952381,5,23.80952381,5,23.80952381,18,85.71428571
,2023-06-28,Mobile,블로그,,748,100,13.36898396,204,2.04,247,2.47,6,6,6,6,2,2,6,6,14,14
,2023-06-28,Mobile,카페,,883,23,2.604756512,127,5.52173913,378,16.43478261,9,39.13043478,4,17.39130435,1,4.347826087,8,34.7826087,13,56.52173913
,2023-06-28,Mobile,이메일,,638,14,2.194357367,354,25.28571429,67,4.785714286,1,7.142857143,10,71.42857143,9,64.28571429,2,14.28571429,21,150
,2023-06-28,Mobile,카카오톡,,677,26,3.840472674,481,18.5,298,11.46153846,0,0,10,38.46153846,9,34.61538462,4,15.38461538,23,88.46153846
,2023-06-28,Mobile,메타,,697,27,3.87374462,308,11.40740741,462,17.11111111,9,33.33333333,7,25.92592593,2,7.407407407,3,11.11111111,12,44.44444444
,2023-06-28,Mobile,인스타그램,,196,61,31.12244898,122,2,492,8.06557377,1,1.639344262,3,4.918032787,9,14.75409836,0,0,12,19.67213115
,2023-06-28,Mobile,유튜브,,325,71,21.84615385,198,2.788732394,56,0.788732394,3,4.225352113,7,9.85915493,6,8.450704225,10,14.08450704,23,32.3943662
,2023-06-28,Mobile,배너 광고,,22,1,4.545454545,281,281,153,153,1,100,10,1000,4,400,0,0,14,1400
,2023-06-28,Mobile,트위터 X,,458,33,7.205240175,180,5.454545455,67,2.03030303,8,24.24242424,2,6.060606061,10,30.3030303,2,6.060606061,14,42.42424242
,2023-06-28,Mobile,기타 SNS,,931,76,8.163265306,119,1.565789474,348,4.578947368,8,10.52631579,9,11.84210526,5,6.578947368,0,0,14,18.42105263
,2023-06-29,PC,직접 유입,,0,46,0,401,8.717391304,492,10.69565217,9,19.56521739,3,6.52173913,4,8.695652174,10,21.73913043,17,36.95652174
,2023-06-29,PC,키워드 검색,재활용 가이드,564,25,4.432624113,254,10.16,261,10.44,2,8,0,0,6,24,7,28,13,52
,2023-06-29,PC,키워드 검색,쓰레기 줍기,174,76,43.67816092,273,3.592105263,322,4.236842105,10,13.15789474,2,2.631578947,6,7.894736842,0,0,8,10.52631579
,2023-06-29,PC,키워드 검색,환경 캠페인,707,72,10.18387553,244,3.388888889,63,0.875,3,4.166666667,0,0,4,5.555555556,10,13.88888889,14,19.44444444
,2023-06-29,PC,키워드 검색,환경 보호 앱,456,68,14.9122807,176,2.588235294,339,4.985294118,9,13.23529412,9,13.23529412,7,10.29411765,9,13.23529412,25,36.76470588
,2023-06-29,PC,키워드 검색,플로깅 행사,919,83,9.031556039,260,3.13253012,259,3.120481928,9,10.84337349,5,6.024096386,1,1.204819277,10,12.04819277,16,19.27710843
,2023-06-29,PC,키워드 검색,재활용 앱,127,5,3.937007874,260,52,137,27.4,5,100,3,60,0,0,4,80,7,140
,2023-06-29,PC,키워드 검색,지역 재활용 센터,647,99,15.30139104,331,3.343434343,333,3.363636364,10,10.1010101,8,8.080808081,9,9.090909091,9,9.090909091,26,26.26262626
,2023-06-29,PC,키워드 검색,플로깅,426,90,21.12676056,489,5.433333333,210,2.333333333,2,2.222222222,1,1.111111111,9,10,9,10,19,21.11111111
,2023-06-29,PC,블로그,,859,76,8.84749709,312,4.105263158,292,3.842105263,6,7.894736842,3,3.947368421,1,1.315789474,2,2.631578947,6,7.894736842
,2023-06-29,PC,카페,,271,41,15.12915129,492,12,226,5.512195122,6,14.63414634,4,9.756097561,5,12.19512195,9,21.95121951,18,43.90243902
,2023-06-29,PC,이메일,,72,57,79.16666667,329,5.771929825,243,4.263157895,9,15.78947368,8,14.03508772,7,12.28070175,2,3.50877193,17,29.8245614
,2023-06-29,PC,카카오톡,,581,23,3.95869191,26,1.130434783,248,10.7826087,8,34.7826087,8,34.7826087,0,0,2,8.695652174,10,43.47826087
,2023-06-29,PC,메타,,274,6,2.189781022,0,0,228,38,4,66.66666667,0,0,7,116.6666667,9,150,16,266.6666667
,2023-06-29,PC,인스타그램,,741,72,9.71659919,404,5.611111111,460,6.388888889,9,12.5,3,4.166666667,7,9.722222222,5,6.944444444,15,20.83333333
,2023-06-29,PC,유튜브,,679,14,2.06185567,307,21.92857143,419,29.92857143,7,50,1,7.142857143,2,14.28571429,9,64.28571429,12,85.71428571
,2023-06-29,PC,배너 광고,,811,55,6.781750925,477,8.672727273,21,0.381818182,8,14.54545455,8,14.54545455,3,5.454545455,2,3.636363636,13,23.63636364
,2023-06-29,PC,트위터 X,,894,61,6.823266219,383,6.278688525,238,3.901639344,6,9.836065574,7,11.47540984,8,13.1147541,9,14.75409836,24,39.3442623
,2023-06-29,PC,기타 SNS,,286,66,23.07692308,469,7.106060606,363,5.5,3,4.545454545,4,6.060606061,2,3.03030303,7,10.60606061,13,19.6969697
,2023-06-29,Mobile,직접 유입,,0,76,0,373,4.907894737,11,0.144736842,10,13.15789474,1,1.315789474,6,7.894736842,0,0,7,9.210526316
,2023-06-29,Mobile,키워드 검색,플로깅 행사,866,42,4.849884527,241,5.738095238,286,6.80952381,5,11.9047619,5,11.9047619,7,16.66666667,8,19.04761905,20,47.61904762
,2023-06-29,Mobile,키워드 검색,재활용 가이드,72,7,9.722222222,250,35.71428571,41,5.857142857,3,42.85714286,10,142.8571429,8,114.2857143,7,100,25,357.1428571
,2023-06-29,Mobile,키워드 검색,지역 재활용 센터,748,0,0,34,inf,468,inf,0,,6,inf,10,inf,4,inf,20,inf
,2023-06-29,Mobile,키워드 검색,플로깅,645,27,4.186046512,257,9.518518519,153,5.666666667,0,0,9,33.33333333,5,18.51851852,3,11.11111111,17,62.96296296
,2023-06-29,Mobile,키워드 검색,지속 가능한 생활,39,35,89.74358974,436,12.45714286,160,4.571428571,9,25.71428571,10,28.57142857,1,2.857142857,3,8.571428571,14,40
,2023-06-29,Mobile,키워드 검색,환경 보호 앱,240,37,15.41666667,10,0.27027027,154,4.162162162,6,16.21621622,2,5.405405405,7,18.91891892,7,18.91891892,16,43.24324324
,2023-06-29,Mobile,키워드 검색,친환경 활동,831,65,7.821901324,147,2.261538462,490,7.538461538,5,7.692307692,7,10.76923077,1,1.538461538,8,12.30769231,16,24.61538462
,2023-06-29,Mobile,키워드 검색,재활용 앱,773,86,11.12548512,208,2.418604651,9,0.104651163,10,11.62790698,5,5.813953488,0,0,6,6.976744186,11,12.79069767
,2023-06-29,Mobile,키워드 검색,환경 캠페인,940,2,0.212765957,158,79,294,147,2,100,2,100,6,300,2,100,10,500
,2023-06-29,Mobile,키워드 검색,쓰레기 줍기,510,72,14.11764706,196,2.722222222,276,3.833333333,9,12.5,2,2.777777778,4,5.555555556,0,0,6,8.333333333
,2023-06-29,Mobile,블로그,,631,17,2.694136292,147,8.647058824,36,2.117647059,0,0,5,29.41176471,8,47.05882353,6,35.29411765,19,111.7647059
,2023-06-29,Mobile,카페,,834,53,6.354916067,129,2.433962264,318,6,8,15.09433962,7,13.20754717,6,11.32075472,8,15.09433962,21,39.62264151
,2023-06-29,Mobile,이메일,,4,0,0,144,inf,374,inf,0,,10,inf,10,inf,8,inf,28,inf
,2023-06-29,Mobile,카카오톡,,256,79,30.859375,11,0.139240506,428,5.417721519,3,3.797468354,10,12.65822785,6,7.594936709,3,3.797468354,19,24.05063291
,2023-06-29,Mobile,메타,,159,98,61.63522013,453,4.62244898,50,0.510204082,10,10.20408163,3,3.06122449,7,7.142857143,6,6.12244898,16,16.32653061
,2023-06-29,Mobile,인스타그램,,780,96,12.30769231,57,0.59375,246,2.5625,8,8.333333333,1,1.041666667,2,2.083333333,6,6.25,9,9.375
,2023-06-29,Mobile,유튜브,,184,60,32.60869565,41,0.683333333,225,3.75,0,0,7,11.66666667,5,8.333333333,5,8.333333333,17,28.33333333
,2023-06-29,Mobile,배너 광고,,98,94,95.91836735,195,2.074468085,479,5.095744681,0,0,10,10.63829787,6,6.382978723,8,8.510638298,24,25.53191489
,2023-06-29,Mobile,트위터 X,,905,53,5.856353591,118,2.226415094,165,3.113207547,9,16.98113208,5,9.433962264,0,0,1,1.886792453,6,11.32075472
,2023-06-29,Mobile,기타 SNS,,64,50,78.125,268,5.36,414,8.28,10,20,8,16,8,16,10,20,26,52
,2023-06-30,PC,직접 유입,,0,62,0,274,4.419354839,28,0.451612903,5,8.064516129,2,3.225806452,6,9.677419355,5,8.064516129,13,20.96774194
,2023-06-30,PC,키워드 검색,쓰레기 줍기,161,30,18.63354037,104,3.466666667,490,16.33333333,1,3.333333333,4,13.33333333,10,33.33333333,10,33.33333333,24,80
,2023-06-30,PC,키워드 검색,지역 재활용 센터,677,13,1.920236337,448,34.46153846,353,27.15384615,4,30.76923077,6,46.15384615,4,30.76923077,10,76.92307692,20,153.8461538
,2023-06-30,PC,키워드 검색,친환경 활동,858,32,3.72960373,261,8.15625,391,12.21875,8,25,10,31.25,4,12.5,9,28.125,23,71.875
,2023-06-30,PC,키워드 검색,환경 보호 앱,279,85,30.46594982,423,4.976470588,397,4.670588235,5,5.882352941,9,10.58823529,10,11.76470588,8,9.411764706,27,31.76470588
,2023-06-30,PC,키워드 검색,플로깅 행사,825,96,11.63636364,10,0.104166667,330,3.4375,9,9.375,0,0,7,7.291666667,7,7.291666667,14,14.58333333
,2023-06-30,PC,키워드 검색,지속 가능한 생활,516,79,15.31007752,285,3.607594937,151,1.911392405,5,6.329113924,8,10.12658228,2,2.53164557,5,6.329113924,15,18.98734177
,2023-06-30,PC,키워드 검색,환경 캠페인,653,23,3.522205207,391,17,448,19.47826087,1,4.347826087,4,17.39130435,10,43.47826087,3,13.04347826,17,73.91304348
,2023-06-30,PC,키워드 검색,재활용 앱,735,22,2.993197279,436,19.81818182,393,17.86363636,1,4.545454545,2,9.090909091,10,45.45454545,0,0,12,54.54545455
,2023-06-30,PC,블로그,,626,11,1.757188498,114,10.36363636,409,37.18181818,7,63.63636364,0,0,3,27.27272727,6,54.54545455,9,81.81818182
,2023-06-30,PC,카페,,449,93,20.71269488,237,2.548387097,46,0.494623656,2,2.150537634,1,1.075268817,2,2.150537634,1,1.075268817,4,4.301075269
,2023-06-30,PC,이메일,,589,80,13.58234295,34,0.425,415,5.1875,1,1.25,0,0,9,11.25,0,0,9,11.25
,2023-06-30,PC,카카오톡,,268,81,30.2238806,18,0.222222222,7,0.0864197531,5,6.172839506,7,8.641975309,6,7.407407407,0,0,13,16.04938272
,2023-06-30,PC,메타,,864,16,1.851851852,231,14.4375,484,30.25,2,12.5,5,31.25,9,56.25,7,43.75,21,131.25
,2023-06-30,PC,인스타그램,,230,25,10.86956522,67,2.68,380,15.2,7,28,5,20,4,16,3,12,12,48
,2023-06-30,PC,유튜브,,325,96,29.53846154,466,4.854166667,423,4.40625,2,2.083333333,4,4.166666667,7,7.291666667,0,0,11,11.45833333
,2023-06-30,PC,배너 광고,,37,34,91.89189189,108,3.176470588,425,12.5,8,23.52941176,3,8.823529412,1,2.941176471,9,26.47058824,13,38.23529412
,2023-06-30,PC,트위터 X,,702,49,6.98005698,204,4.163265306,164,3.346938776,8,16.32653061,5,10.20408163,9,18.36734694,6,12.24489796,20,40.81632653
,2023-06-30,PC,기타 SNS,,219,67,30.59360731,435,6.492537313,119,1.776119403,3,4.47761194,2,2.985074627,2,2.985074627,10,14.92537313,14,20.89552239
,2023-06-30,Mobile,직접 유입,,0,5,0,366,73.2,466,93.2,2,40,6,120,2,40,10,200,18,360
,2023-06-30,Mobile,키워드 검색,재활용 앱,392,53,13.52040816,171,3.226415094,171,3.226415094,5,9.433962264,2,3.773584906,5,9.433962264,10,18.86792453,17,32.0754717
,2023-06-30,Mobile,키워드 검색,환경 캠페인,617,37,5.996758509,487,13.16216216,479,12.94594595,1,2.702702703,8,21.62162162,0,0,2,5.405405405,10,27.02702703
,2023-06-30,Mobile,키워드 검색,친환경 활동,520,41,7.884615385,195,4.756097561,3,0.0731707317,8,19.51219512,3,7.317073171,3,7.317073171,7,17.07317073,13,31.70731707
,2023-06-30,Mobile,키워드 검색,지역 재활용 센터,705,92,13.04964539,190,2.065217391,315,3.423913043,10,10.86956522,5,5.434782609,6,6.52173913,1,1.086956522,12,13.04347826
,2023-06-30,Mobile,키워드 검색,플로깅 행사,869,68,7.825086306,197,2.897058824,131,1.926470588,3,4.411764706,7,10.29411765,1,1.470588235,4,5.882352941,12,17.64705882
,2023-06-30,Mobile,키워드 검색,환경 보호 앱,656,18,2.743902439,498,27.66666667,223,12.38888889,0,0,2,11.11111111,8,44.44444444,10,55.55555556,20,111.1111111
,2023-06-30,Mobile,키워드 검색,쓰레기 줍기,427,22,5.152224824,4,0.181818182,133,6.045454545,5,22.72727273,2,9.090909091,9,40.90909091,1,4.545454545,12,54.54545455
,2023-06-30,Mobile,키워드 검색,플로깅,667,84,12.59370315,11,0.130952381,240,2.857142857,7,8.333333333,3,3.571428571,10,11.9047619,7,8.333333333,20,23.80952381
,2023-06-30,Mobile,블로그,,239,62,25.94142259,334,5.387096774,183,2.951612903,4,6.451612903,0,0,9,14.51612903,5,8.064516129,14,22.58064516
,2023-06-30,Mobile,카페,,830,24,2.891566265,364,15.16666667,240,10,4,16.66666667,2,8.333333333,10,41.66666667,8,33.33333333,20,83.33333333
,2023-06-30,Mobile,이메일,,600,97,16.16666667,256,2.639175258,428,4.412371134,10,10.30927835,3,3.092783505,8,8.24742268,6,6.18556701,17,17.5257732
,2023-06-30,Mobile,카카오톡,,39,10,25.64102564,181,18.1,411,41.1,10,100,3,30,1,10,5,50,9,90
,2023-06-30,Mobile,메타,,489,35,7.157464213,136,3.885714286,33,0.942857143,5,14.28571429,10,28.57142857,5,14.28571429,7,20,22,62.85714286
,2023-06-30,Mobile,인스타그램,,353,75,21.24645892,18,0.24,284,3.786666667,9,12,4,5.333333333,6,8,6,8,16,21.33333333
,2023-06-30,Mobile,유튜브,,537,52,9.683426443,32,0.615384615,489,9.403846154,9,17.30769231,8,15.38461538,10,19.23076923,3,5.769230769,21,40.38461538
,2023-06-30,Mobile,배너 광고,,249,33,13.25301205,89,2.696969697,422,12.78787879,6,18.18181818,3,9.090909091,7,21.21212121,9,27.27272727,19,57.57575758
,2023-06-30,Mobile,트위터 X,,377,54,14.32360743,176,3.259259259,243,4.5,10,18.51851852,1,1.851851852,5,9.259259259,7,12.96296296,13,24.07407407
,2023-06-30,Mobile,기타 SNS,,830,74,8.915662651,352,4.756756757,283,3.824324324,9,12.16216216,5,6.756756757,9,12.16216216,1,1.351351351,15,20.27027027
,2023-07-01,PC,직접 유입,,0,84,0,409,4.869047619,259,3.083333333,1,1.19047619,5,5.952380952,7,8.333333333,8,9.523809524,20,23.80952381
,2023-07-01,PC,키워드 검색,재활용 앱,434,29,6.68202765,484,16.68965517,75,2.586206897,7,24.13793103,1,3.448275862,1,3.448275862,8,27.5862069,10,34.48275862
,2023-07-01,PC,블로그,,256,85,33.203125,236,2.776470588,341,4.011764706,7,8.235294118,0,0,7,8.235294118,5,5.882352941,12,14.11764706
,2023-07-01,PC,카페,,701,55,7.845934379,250,4.545454545,209,3.8,7,12.72727273,9,16.36363636,0,0,6,10.90909091,15,27.27272727
,2023-07-01,PC,이메일,,847,68,8.028335301,62,0.911764706,487,7.161764706,2,2.941176471,10,14.70588235,9,13.23529412,6,8.823529412,25,36.76470588
,2023-07-01,PC,카카오톡,,290,36,12.4137931,415,11.52777778,439,12.19444444,5,13.88888889,7,19.44444444,4,11.11111111,8,22.22222222,19,52.77777778
,2023-07-01,PC,메타,,229,85,37.11790393,118,1.388235294,262,3.082352941,0,0,1,1.176470588,9,10.58823529,8,9.411764706,18,21.17647059
,2023-07-01,PC,인스타그램,,822,21,2.554744526,94,4.476190476,10,0.476190476,4,19.04761905,9,42.85714286,2,9.523809524,3,14.28571429,14,66.66666667
,2023-07-01,PC,유튜브,,253,48,18.97233202,324,6.75,241,5.020833333,5,10.41666667,3,6.25,0,0,2,4.166666667,5,10.41666667
,2023-07-01,PC,배너 광고,,769,15,1.950585176,102,6.8,341,22.73333333,6,40,2,13.33333333,9,60,8,53.33333333,19,126.6666667
,2023-07-01,PC,트위터 X,,770,76,9.87012987,404,5.315789474,48,0.631578947,10,13.15789474,2,2.631578947,3,3.947368421,2,2.631578947,7,9.210526316
,2023-07-01,PC,기타 SNS,,695,21,3.021582734,330,15.71428571,248,11.80952381,0,0,3,14.28571429,10,47.61904762,7,33.33333333,20,95.23809524
,2023-07-01,Mobile,직접 유입,,0,95,0,101,1.063157895,276,2.905263158,3,3.157894737,2,2.105263158,2,2.105263158,5,5.263157895,9,9.473684211
,2023-07-01,Mobile,키워드 검색,지속 가능한 생활,120,53,44.16666667,358,6.754716981,24,0.452830189,9,16.98113208,5,9.433962264,5,9.433962264,6,11.32075472,16,30.18867925
,2023-07-01,Mobile,키워드 검색,환경 보호 앱,287,76,26.48083624,119,1.565789474,218,2.868421053,0,0,3,3.947368421,4,5.263157895,6,7.894736842,13,17.10526316
,2023-07-01,Mobile,키워드 검색,플로깅 행사,925,7,0.756756757,460,65.71428571,418,59.71428571,3,42.85714286,9,128.5714286,9,128.5714286,3,42.85714286,21,300
,2023-07-01,Mobile,블로그,,978,0,0,362,inf,369,inf,0,,10,inf,2,inf,9,inf,21,inf
,2023-07-01,Mobile,카페,,319,37,11.59874608,80,2.162162162,396,10.7027027,2,5.405405405,2,5.405405405,10,27.02702703,0,0,12,32.43243243
,2023-07-01,Mobile,이메일,,979,83,8.478038815,279,3.361445783,144,1.734939759,1,1.204819277,8,9.638554217,2,2.409638554,3,3.614457831,13,15.6626506
,2023-07-01,Mobile,카카오톡,,77,11,14.28571429,47,4.272727273,271,24.63636364,1,9.090909091,6,54.54545455,1,9.090909091,10,90.90909091,17,154.5454545
,2023-07-01,Mobile,메타,,233,9,3.862660944,232,25.77777778,84,9.333333333,1,11.11111111,4,44.44444444,1,11.11111111,2,22.22222222,7,77.77777778
,2023-07-01,Mobile,인스타그램,,181,21,11.60220994,325,15.47619048,375,17.85714286,5,23.80952381,4,19.04761905,2,9.523809524,9,42.85714286,15,71.42857143
,2023-07-01,Mobile,유튜브,,958,5,0.521920668,178,35.6,227,45.4,5,100,10,200,8,160,5,100,23,460
,2023-07-01,Mobile,배너 광고,,455,16,3.516483516,348,21.75,405,25.3125,7,43.75,1,6.25,4,25,1,6.25,6,37.5
,2023-07-01,Mobile,트위터 X,,274,24,8.759124088,449,18.70833333,72,3,4,16.66666667,6,25,2,8.333333333,1,4.166666667,9,37.5
,2023-07-01,Mobile,기타 SNS,,652,70,10.73619632,432,6.171428571,476,6.8,9,12.85714286,8,11.42857143,9,12.85714286,7,10,24,34.28571429
,2023-07-02,PC,직접 유입,,0,95,0,436,4.589473684,239,2.515789474,2,2.105263158,2,2.105263158,8,8.421052632,0,0,10,10.52631579
,2023-07-02,PC,키워드 검색,지역 재활용 센터,824,54,6.553398058,376,6.962962963,61,1.12962963,2,3.703703704,0,0,4,7.407407407,9,16.66666667,13,24.07407407
,2023-07-02,PC,키워드 검색,환경 보호 앱,38,1,2.631578947,275,275,434,434,1,100,6,600,7,700,7,700,20,2000
,2023-07-02,PC,키워드 검색,재활용 가이드,106,11,10.37735849,485,44.09090909,281,25.54545455,9,81.81818182,10,90.90909091,0,0,2,18.18181818,12,109.0909091
,2023-07-02,PC,키워드 검색,지속 가능한 생활,85,78,91.76470588,385,4.935897436,445,5.705128205,9,11.53846154,2,2.564102564,6,7.692307692,2,2.564102564,10,12.82051282
,2023-07-02,PC,키워드 검색,쓰레기 줍기,66,33,50,127,3.848484848,337,10.21212121,4,12.12121212,5,15.15151515,9,27.27272727,10,30.3030303,24,72.72727273
,2023-07-02,PC,키워드 검색,친환경 활동,895,84,9.38547486,401,4.773809524,457,5.44047619,8,9.523809524,2,2.380952381,2,2.380952381,3,3.571428571,7,8.333333333
,2023-07-02,PC,키워드 검색,플로깅,968,35,3.615702479,182,5.2,163,4.657142857,5,14.28571429,1,2.857142857,0,0,4,11.42857143,5,14.28571429
,2023-07-02,PC,블로그,,872,100,11.46788991,267,2.67,358,3.58,2,2,9,9,0,0,4,4,13,13
,2023-07-02,PC,카페,,912,60,6.578947368,492,8.2,87,1.45,10,16.66666667,2,3.333333333,2,3.333333333,8,13.33333333,12,20
,2023-07-02,PC,이메일,,283,86,30.38869258,243,2.825581395,71,0.825581395,2,2.325581395,3,3.488372093,10,11.62790698,2,2.325581395,15,17.44186047
,2023-07-02,PC,카카오톡,,230,4,1.739130435,62,15.5,202,50.5,4,100,2,50,3,75,6,150,11,275
,2023-07-02,PC,메타,,553,33,5.967450271,446,13.51515152,388,11.75757576,0,0,0,0,7,21.21212121,7,21.21212121,14,42.42424242
,2023-07-02,PC,인스타그램,,273,49,17.94871795,497,10.14285714,134,2.734693878,6,12.24489796,5,10.20408163,0,0,7,14.28571429,12,24.48979592
,2023-07-02,PC,유튜브,,158,95,60.12658228,460,4.842105263,109,1.147368421,5,5.263157895,0,0,5,5.263157895,6,6.315789474,11,11.57894737
,2023-07-02,PC,배너 광고,,112,85,75.89285714,471,5.541176471,279,3.282352941,10,11.76470588,10,11.76470588,1,1.176470588,2,2.352941176,13,15.29411765
,2023-07-02,PC,트위터 X,,261,89,34.09961686,496,5.573033708,109,1.224719101,8,8.988764045,5,5.617977528,10,11.23595506,1,1.123595506,16,17.97752809
,2023-07-02,PC,기타 SNS,,112,50,44.64285714,214,4.28,184,3.68,9,18,7,14,4,8,2,4,13,26
,2023-07-02,Mobile,직접 유입,,0,2,0,384,192,431,215.5,0,0,2,100,1,50,2,100,5,250
,2023-07-02,Mobile,키워드 검색,쓰레기 줍기,642,49,7.632398754,423,8.632653061,257,5.244897959,7,14.28571429,0,0,6,12.24489796,6,12.24489796,12,24.48979592
,2023-07-02,Mobile,키워드 검색,플로깅 행사,917,62,6.761177754,43,0.693548387,112,1.806451613,3,4.838709677,7,11.29032258,2,3.225806452,6,9.677419355,15,24.19354839
,2023-07-02,Mobile,키워드 검색,환경 보호 앱,831,9,1.083032491,168,18.66666667,12,1.333333333,0,0,8,88.88888889,7,77.77777778,4,44.44444444,19,211.1111111
,2023-07-02,Mobile,키워드 검색,환경 캠페인,610,25,4.098360656,261,10.44,295,11.8,2,8,8,32,1,4,7,28,16,64
,2023-07-02,Mobile,키워드 검색,재활용 앱,67,7,10.44776119,325,46.42857143,299,42.71428571,5,71.42857143,8,114.2857143,10,142.8571429,9,128.5714286,27,385.7142857
,2023-07-02,Mobile,키워드 검색,지속 가능한 생활,196,18,9.183673469,458,25.44444444,193,10.72222222,0,0,8,44.44444444,0,0,7,38.88888889,15,83.33333333
,2023-07-02,Mobile,키워드 검색,지역 재활용 센터,520,30,5.769230769,47,1.566666667,105,3.5,7,23.33333333,5,16.66666667,1,3.333333333,2,6.666666667,8,26.66666667
,2023-07-02,Mobile,키워드 검색,친환경 활동,219,75,34.24657534,410,5.466666667,192,2.56,2,2.666666667,4,5.333333333,9,12,0,0,13,17.33333333
,2023-07-02,Mobile,키워드 검색,플로깅,543,95,17.49539595,423,4.452631579,459,4.831578947,10,10.52631579,8,8.421052632,7,7.368421053,6,6.315789474,21,22.10526316
,2023-07-02,Mobile,블로그,,368,7,1.902173913,360,51.42857143,82,11.71428571,5,71.42857143,5,71.42857143,5,71.42857143,4,57.14285714,14,200
,2023-07-02,Mobile,카페,,291,93,31.95876289,130,1.397849462,249,2.677419355,10,10.75268817,7,7.52688172,10,10.75268817,6,6.451612903,23,24.7311828
,2023-07-02,Mobile,이메일,,601,21,3.494176373,89,4.238095238,405,19.28571429,4,19.04761905,9,42.85714286,6,28.57142857,4,19.04761905,19,90.47619048
,2023-07-02,Mobile,카카오톡,,855,38,4.444444444,220,5.789473684,448,11.78947368,4,10.52631579,0,0,0,0,9,23.68421053,9,23.68421053
,2023-07-02,Mobile,메타,,634,73,11.51419558,75,1.02739726,492,6.739726027,5,6.849315068,7,9.589041096,5,6.849315068,6,8.219178082,18,24.65753425
,2023-07-02,Mobile,인스타그램,,212,62,29.24528302,313,5.048387097,373,6.016129032,8,12.90322581,2,3.225806452,0,0,0,0,2,3.225806452
,2023-07-02,Mobile,유튜브,,46,11,23.91304348,152,13.81818182,26,2.363636364,1,9.090909091,1,9.090909091,6,54.54545455,7,63.63636364,14,127.2727273
